path,classification,current_path,area,decision,evidence,reason,inspection,baseline_sha256,current_sha256
app/lib/security/auth-abuse/captcha.ts,KEEP,app/lib/security/auth-abuse/captcha.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,16b45c1c94444ff83bd7bd034df7f2b1d0b3ea51a971e15e65e7c0cb4dc87526,16b45c1c94444ff83bd7bd034df7f2b1d0b3ea51a971e15e65e7c0cb4dc87526
app/lib/security/auth-abuse/config.ts,KEEP,app/lib/security/auth-abuse/config.ts,Identity/security/data access,,app/lib/security/auth-abuse/captcha.ts; app/lib/security/auth-abuse/index.ts; app/lib/security/auth-abuse/limiter.ts; app/lib/security/auth-abuse/recovery-authorization.ts; app/lib/security/auth-abuse/recovery-continuation.ts; app/lib/security/auth-abuse/recovery-handoff.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,40670031f7cf264ac0debf81c014aae5a97e5fdd51fc5ae13f522b84005cf7ee,40670031f7cf264ac0debf81c014aae5a97e5fdd51fc5ae13f522b84005cf7ee
app/lib/security/auth-abuse/email.ts,KEEP,app/lib/security/auth-abuse/email.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,ab206b244e0fa02f2943e3da1cfbf9750be058f942682b875cefb8f34fd8815e,ab206b244e0fa02f2943e3da1cfbf9750be058f942682b875cefb8f34fd8815e
app/lib/security/auth-abuse/index.ts,KEEP,app/lib/security/auth-abuse/index.ts,Identity/security/data access,,app/api/account/change-password/route.ts; app/api/auth/account-route/route.ts; app/api/auth/login-otp/start/route.ts; app/api/auth/login/route.ts; app/api/auth/oauth/route.ts; app/api/auth/recovery/continue/route.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,aa56db83560c7bdead4ac5538315c3e0cd35fdc2744028254a08b6e97389c66f,aa56db83560c7bdead4ac5538315c3e0cd35fdc2744028254a08b6e97389c66f
app/lib/security/auth-abuse/keys.ts,KEEP,app/lib/security/auth-abuse/keys.ts,Identity/security/data access,,app/lib/security/auth-abuse/limiter.ts; tests/account-security-password-change.test.mjs; tests/security-phase-s2g.test.mjs; tests/signup-email-otp.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,838b384a73afe09691ad97dbe1d1d42e34b979d78bd717446269f7dcc667c7bf,838b384a73afe09691ad97dbe1d1d42e34b979d78bd717446269f7dcc667c7bf
app/lib/security/auth-abuse/limiter.ts,KEEP,app/lib/security/auth-abuse/limiter.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/security-phase-s2g.test.mjs; tests/signup-email-otp.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,62d5466a9e52d749626dfe7b0b91123c8ec76d10571f6a6d503496c301ef7724,62d5466a9e52d749626dfe7b0b91123c8ec76d10571f6a6d503496c301ef7724
app/lib/security/auth-abuse/logging.ts,KEEP,app/lib/security/auth-abuse/logging.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; app/lib/security/auth-abuse/limiter.ts; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,20ea7f43bb56adf69ae8eadf90d40165c97a18e1229275d1e478301a09bb9b16,20ea7f43bb56adf69ae8eadf90d40165c97a18e1229275d1e478301a09bb9b16
app/lib/security/auth-abuse/login-captcha.ts,KEEP,app/lib/security/auth-abuse/login-captcha.ts,Identity/security/data access,,app/lib/security/auth-abuse/captcha.ts; docs/ask-live-memory-review-full.txt; tests/login-captcha-regression.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,d9c48529f8c334f26c41c2a38b80ef024608a62e5f40814af65206ecda06dc17,d9c48529f8c334f26c41c2a38b80ef024608a62e5f40814af65206ecda06dc17
app/lib/security/auth-abuse/memory-recovery-authorization-store.ts,KEEP,app/lib/security/auth-abuse/memory-recovery-authorization-store.ts,Identity/security/data access,,docs/ask-live-memory-review-full.txt; tests/password-recovery-hardening.test.mjs,Offline test support; required to verify current invariants without real providers/services.,structural/content reference scan; retained conservatively,a9fe7c3eb78aa0aa575cd0e6f7fb2791db125324d35b2a0662afa235f197cbbd,a9fe7c3eb78aa0aa575cd0e6f7fb2791db125324d35b2a0662afa235f197cbbd
app/lib/security/auth-abuse/memory-recovery-handoff-store.ts,KEEP,app/lib/security/auth-abuse/memory-recovery-handoff-store.ts,Identity/security/data access,,tests/password-recovery-hardening.test.mjs,Offline test support; required to verify current invariants without real providers/services.,structural/content reference scan; retained conservatively,eee509104404de8f80354c443fc62d8628789cf4108effdf10f5db02fb95bfe4,eee509104404de8f80354c443fc62d8628789cf4108effdf10f5db02fb95bfe4
app/lib/security/auth-abuse/memory-test-store.ts,KEEP,app/lib/security/auth-abuse/memory-test-store.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; docs/ask-live-memory-review-full.txt; tests/account-security-password-change.test.mjs; tests/auth-account-routing-hotfix.test.mjs; tests/password-recovery-prefetch.test.mjs; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,51092af33e30c0c3b80d95f873e78e8f671f44e7e1468f87ff334513fa613c27,51092af33e30c0c3b80d95f873e78e8f671f44e7e1468f87ff334513fa613c27
app/lib/security/auth-abuse/origin.ts,KEEP,app/lib/security/auth-abuse/origin.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,a54709cd7062fa81e043eaf5487405498fabd631e2e2a5ff296b21230fc63568,a54709cd7062fa81e043eaf5487405498fabd631e2e2a5ff296b21230fc63568
app/lib/security/auth-abuse/password.ts,KEEP,app/lib/security/auth-abuse/password.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,a6f47e488857f5c5ea6e69a6c646a9de2c893e3542ff4511c46e9b17ff178f3c,a6f47e488857f5c5ea6e69a6c646a9de2c893e3542ff4511c46e9b17ff178f3c
app/lib/security/auth-abuse/recovery-authorization-types.ts,KEEP,app/lib/security/auth-abuse/recovery-authorization-types.ts,Identity/security/data access,,app/lib/security/auth-abuse/memory-recovery-authorization-store.ts; app/lib/security/auth-abuse/recovery-authorization.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,c9aae94100a27b2f131be58b48188810c1f380249981d67af06e503a6ab08e95,c9aae94100a27b2f131be58b48188810c1f380249981d67af06e503a6ab08e95
app/lib/security/auth-abuse/recovery-authorization.ts,KEEP,app/lib/security/auth-abuse/recovery-authorization.ts,Identity/security/data access,,app/api/auth/update-password/route.ts; app/auth/callback/route.ts; tests/password-recovery-hardening.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,e191a3457e4d5df222cb58329ab3b21a137b0617e0b1aac568d541b849f2c528,e191a3457e4d5df222cb58329ab3b21a137b0617e0b1aac568d541b849f2c528
app/lib/security/auth-abuse/recovery-callback.mjs,KEEP,app/lib/security/auth-abuse/recovery-callback.mjs,Identity/security/data access,,app/auth/callback/route.ts; tests/password-recovery-hardening.test.mjs; tests/security-phase-s2g.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,5d60d732020e1ca8570108c7e1729f0d1f8ae28afcddbb32240095547519c0de,5d60d732020e1ca8570108c7e1729f0d1f8ae28afcddbb32240095547519c0de
app/lib/security/auth-abuse/recovery-completion.mjs,KEEP,app/lib/security/auth-abuse/recovery-completion.mjs,Identity/security/data access,,app/api/auth/update-password/route.ts; tests/password-capability-state.test.mjs; tests/password-recovery-hardening.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,a34ea26548f51bd850a0ef1cf13ee55124e66cb4b821d24ee0b3f3e78ae11db7,a34ea26548f51bd850a0ef1cf13ee55124e66cb4b821d24ee0b3f3e78ae11db7
app/lib/security/auth-abuse/recovery-confirmation.mjs,KEEP,app/lib/security/auth-abuse/recovery-confirmation.mjs,Identity/security/data access,,app/api/auth/recovery/continue/route.ts; app/lib/security/auth-abuse/recovery-continuation.ts; tests/password-recovery-prefetch.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,92b160ac1db86fe98e1512846a03a47f6764d1c09513e75a23b2138d44f8e593,92b160ac1db86fe98e1512846a03a47f6764d1c09513e75a23b2138d44f8e593
app/lib/security/auth-abuse/recovery-continuation.ts,KEEP,app/lib/security/auth-abuse/recovery-continuation.ts,Identity/security/data access,,app/api/auth/recovery/continue/route.ts; tests/password-recovery-prefetch.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,67f9d4846c5aed223bf82a0a5db1bd8b9327f978f8164f6e41e3a33f00a474b4,67f9d4846c5aed223bf82a0a5db1bd8b9327f978f8164f6e41e3a33f00a474b4
app/lib/security/auth-abuse/recovery-fragment.mjs,KEEP,app/lib/security/auth-abuse/recovery-fragment.mjs,Identity/security/data access,,app/api/auth/recovery/continue/route.ts; app/reset-password/confirm/page.tsx; tests/password-recovery-prefetch.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8e9bd829f047a8ec2fec8f24191874034987efad80780b2950f44a2d8eee8bd6,8e9bd829f047a8ec2fec8f24191874034987efad80780b2950f44a2d8eee8bd6
app/lib/security/auth-abuse/recovery-handoff-core.mjs,KEEP,app/lib/security/auth-abuse/recovery-handoff-core.mjs,Identity/security/data access,,app/lib/security/auth-abuse/recovery-handoff.ts; tests/password-recovery-hardening.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,e79fc825628234dfa3b6a869eb10e8a58167ca7607f3b90894cffc4aef85606d,e79fc825628234dfa3b6a869eb10e8a58167ca7607f3b90894cffc4aef85606d
app/lib/security/auth-abuse/recovery-handoff-types.ts,KEEP,app/lib/security/auth-abuse/recovery-handoff-types.ts,Identity/security/data access,,app/lib/security/auth-abuse/memory-recovery-handoff-store.ts; app/lib/security/auth-abuse/recovery-handoff.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,a665d826643a7f9a6a3ecb20b9893efb499309138018e0fb5fd3acd1ca5fde6a,a665d826643a7f9a6a3ecb20b9893efb499309138018e0fb5fd3acd1ca5fde6a
app/lib/security/auth-abuse/recovery-handoff.ts,KEEP,app/lib/security/auth-abuse/recovery-handoff.ts,Identity/security/data access,,app/api/auth/recovery/continue/route.ts; app/api/auth/update-password/route.ts; app/auth/callback/route.ts; tests/password-recovery-hardening.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,23528e416969a8db6d2c93e13906062d5ce62fc5649b404e1a3bb465f02b1934,23528e416969a8db6d2c93e13906062d5ce62fc5649b404e1a3bb465f02b1934
app/lib/security/auth-abuse/recovery-secrets.mjs,KEEP,app/lib/security/auth-abuse/recovery-secrets.mjs,Identity/security/data access,,app/lib/security/auth-abuse/recovery-authorization.ts; app/lib/security/auth-abuse/recovery-confirmation.mjs; app/lib/security/auth-abuse/recovery-continuation.ts; app/lib/security/auth-abuse/recovery-handoff-core.mjs; tests/password-recovery-hardening.test.mjs; tests/password-recovery-prefetch.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,f66f6c15af9d3838ae243c76c4e9557c8aecc5d4c4aabf5af6778f040f2f639e,f66f6c15af9d3838ae243c76c4e9557c8aecc5d4c4aabf5af6778f040f2f639e
app/lib/security/auth-abuse/recovery-session-cleanup.mjs,KEEP,app/lib/security/auth-abuse/recovery-session-cleanup.mjs,Identity/security/data access,,app/api/auth/update-password/route.ts; tests/password-recovery-completion-journey.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,fe0f7195c6a71206fbd6e8295fda3c301659686a198f38e7a7cd7c57bfdc3c3c,fe0f7195c6a71206fbd6e8295fda3c301659686a198f38e7a7cd7c57bfdc3c3c
app/lib/security/auth-abuse/redis-store.ts,KEEP,app/lib/security/auth-abuse/redis-store.ts,Identity/security/data access,,app/lib/security/auth-abuse/limiter.ts; app/lib/security/auth-abuse/recovery-continuation.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,9bb4ff5a4a89e20718e42022203d7e334a23559a83702c94bfdad6796bbaaa92,9bb4ff5a4a89e20718e42022203d7e334a23559a83702c94bfdad6796bbaaa92
app/lib/security/auth-abuse/responses.ts,KEEP,app/lib/security/auth-abuse/responses.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/auth-account-routing-hotfix.test.mjs; tests/auth-email-otp-signin.test.mjs; tests/security-phase-s2g.test.mjs; tests/signup-otp-ux-v2.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,91947e249f520d83da4f22f2ca22dfaacb9a6d11295091f9687f2cb7781c9d42,91947e249f520d83da4f22f2ca22dfaacb9a6d11295091f9687f2cb7781c9d42
app/lib/security/auth-abuse/turnstile-siteverify.ts,KEEP,app/lib/security/auth-abuse/turnstile-siteverify.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; tests/auth-account-routing-hotfix.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8821297e6c9c99d22b98644c85dae524e3f7ccf80e2d680071eb5546ddc16d6b,8821297e6c9c99d22b98644c85dae524e3f7ccf80e2d680071eb5546ddc16d6b
app/lib/security/auth-abuse/types.ts,KEEP,app/lib/security/auth-abuse/types.ts,Identity/security/data access,,app/lib/security/auth-abuse/index.ts; app/lib/security/auth-abuse/keys.ts; app/lib/security/auth-abuse/limiter.ts; app/lib/security/auth-abuse/logging.ts; app/lib/security/auth-abuse/memory-test-store.ts; app/lib/security/auth-abuse/recovery-continuation.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,80b24a711401f33cac273ff8abc27d994cd6c2687e7432a5a5e1b8872f1fd3a7,80b24a711401f33cac273ff8abc27d994cd6c2687e7432a5a5e1b8872f1fd3a7
